epoch,train_loss,val_loss
63,0.012104747351892545,0.10094692268251598
64,0.01278691864160656,0.09918893131536323
65,0.011994773695612845,0.10025452099643745
66,0.012232078825991576,0.09989651458023431
67,0.012651348129218939,0.09899548279097328
68,0.012984781562775171,0.09957812658765099
69,0.012875508408055824,0.10099492943422361
70,0.013209760908772345,0.09979602190871517
71,0.012504900619387627,0.09883595358144927
72,0.012462431467359975,0.09863374530301465
73,0.012362557720570337,0.09938630902921998
74,0.012176970764994622,0.09881601126066276
75,0.011845365140054907,0.09862005332267129
76,0.011548686460876952,0.09866661728396044
77,0.01149999895418177,0.09914443516595797
78,0.011120207028678891,0.09885167065378908
79,0.011569011653615098,0.10012340357938371
80,0.01303370344598277,0.09808466671542689
81,0.011845873595297741,0.09915307885060062
82,0.012108700081300574,0.10230972471272017
83,0.012974878190224673,0.10112311307873045
84,0.01371533056201578,0.10055569856875128
85,0.012254773693628051,0.09991136331159572
86,0.010959438187684738,0.09890461289263391
87,0.01164267830626697,0.0999400345729543
88,0.011118208054377108,0.0980593782498852
89,0.011667138624454843,0.0998577899311657
90,0.011852354371324689,0.09982809074126281
91,0.011585439736543059,0.09945913715796037
92,0.011401992569975301,0.09852718573499035
93,0.011918783232214906,0.10192225403696685
94,0.013431612112033529,0.1001945956090054
95,0.013246467049379332,0.09987104101614519
96,0.01154919837278371,0.09846051867035302
97,0.010625682508915055,0.09879149074194493
98,0.01059175426913362,0.09897788999626389
99,0.010708848150054209,0.09923318329859863
100,0.011009904405190831,0.09952283786585579
101,0.012798670562757115,0.0981647526724385
102,0.012480078086409033,0.09926073811464496
103,0.011595294578951231,0.09928176642044798
104,0.011285971902108111,0.09844431678776618
105,0.011158923163604574,0.09941509000279687
106,0.011052706243381614,0.0985936424900572
107,0.010588971846008382,0.09811198348542313
108,0.010451104649070168,0.09744240556928245
109,0.010209897138989297,0.099818133528937
110,0.010304827599146334,0.09931205796537461
111,0.010744943104836405,0.09834796580691617
112,0.01046483018593926,0.09922327903377545
113,0.010540537210498132,0.09757485551299987
114,0.010435804001176033,0.09960125228511049
115,0.010585445184640739,0.09875880384503247
116,0.009906531310304492,0.09869840061413003
117,0.009667211577144204,0.09905460859080414
118,0.009823407524195658,0.1003477399612402
119,0.010239895106274254,0.09993677387473646
120,0.010736619892726545,0.10049789218933551
121,0.012513375039003334,0.09886387803337791
122,0.010141035308744632,0.0994842005143692
123,0.010875452404879794,0.09988321289420128
124,0.010644558082226993,0.0989953617093625
125,0.009913654081827523,0.09845178909115977
126,0.009643110055096295,0.09880149043225622
127,0.00996562163060417,0.09738193796826647
128,0.010309029980024108,0.09936698503405243
129,0.00977980607525021,0.09801042406976997
130,0.009993891592840759,0.09884115131209036
131,0.009629131901730486,0.09937615971286576
132,0.010121759572098044,0.09934845157935247
133,0.010386569815732183,0.10106535913882317
134,0.012191394596126209,0.10050015224555096
135,0.011007210849245795,0.09922244769896006
136,0.00965951222888365,0.09877757367182087
137,0.00964435549947072,0.10036726938439654
138,0.009883062546553256,0.09931792583461706
139,0.009729259230551266,0.09957897675695357
140,0.009891182060043018,0.09861958323941603
141,0.010765626185199842,0.09892449684005666
142,0.010206651123760103,0.09955854781891231
143,0.010447525965417323,0.09969313129202112
144,0.010367780999869717,0.100144011665184
145,0.009454897284305014,0.09832747507017928
146,0.009916646917965136,0.09995263138810148
147,0.009924625222678897,0.09997184156113631
148,0.010649412335688564,0.10096664440322232
149,0.010687249184262997,0.10059961323904526
150,0.011047320213599676,0.10051350326749024
151,0.011434359796547972,0.10034381300452855
152,0.009674352850942385,0.09860813167284835
153,0.00921265120890473,0.10042410616267038
154,0.010286046911765928,0.09931164489357502
155,0.010257435176952356,0.09867077750432027
156,0.009948058082994555,0.10064955795207968
157,0.009776083692958971,0.09904360843265986
