checkpoint,method,object,seed,final_lift_m,max_lift_m,normalized_lift_score,success,success_step,trajectory_id
best,baseline,cellphone,1,-2.2411346435546875e-05,0.0,0.0,False,-1,19
best,baseline,cellphone,2,5.364418029785156e-06,0.018752753734588623,0.06250917911529541,False,-1,0
best,baseline,cellphone,2,5.960464477539063e-08,1.7881393432617188e-07,5.960464477539062e-07,False,-1,1
best,baseline,cellphone,2,2.384185791015625e-07,4.76837158203125e-07,1.5894571940104167e-06,False,-1,2
best,baseline,cellphone,2,0.017348825931549072,0.017348825931549072,0.057829419771830246,False,-1,3
best,baseline,cellphone,2,0.35673028230667114,0.35673028230667114,1.0,True,88,4
best,baseline,cellphone,2,-0.0010555386543273926,0.004093468189239502,0.013644893964131674,False,-1,5
best,baseline,cellphone,2,-0.01908940076828003,0.0034162402153015137,0.011387467384338379,False,-1,6
best,baseline,cellphone,2,0.33953946828842163,0.33953946828842163,1.0,True,103,7
best,baseline,cellphone,2,-0.002254188060760498,0.0005421042442321777,0.0018070141474405925,False,-1,8
best,baseline,cellphone,2,-0.0013140439987182617,0.0042435526847839355,0.014145175615946453,False,-1,9
best,baseline,cellphone,2,-0.019064664840698242,0.0032531023025512695,0.010843674341837566,False,-1,10
best,baseline,cellphone,2,-0.0005401968955993652,0.0,0.0,False,-1,11
best,baseline,cellphone,2,-0.0012979507446289062,0.002226531505584717,0.00742177168528239,False,-1,12
best,baseline,cellphone,2,-0.0020650625228881836,0.0005409717559814453,0.0018032391866048179,False,-1,13
best,baseline,cellphone,2,-0.01438593864440918,7.712841033935547e-05,0.00025709470113118493,False,-1,14
best,baseline,cellphone,2,-0.014399886131286621,8.0108642578125e-05,0.00026702880859375,False,-1,15
best,baseline,cellphone,2,-0.0020709633827209473,0.0014353394508361816,0.0047844648361206055,False,-1,16
best,baseline,cellphone,2,0.4857352375984192,0.4857352375984192,1.0,True,65,17
best,baseline,cellphone,2,-0.01439058780670166,7.778406143188477e-05,0.0002592802047729492,False,-1,18
best,baseline,cellphone,2,0.4813433885574341,0.4813433885574341,1.0,True,51,19
epoch_001,baseline,cellphone,0,2.086162567138672e-06,2.205371856689453e-06,7.351239522298178e-06,False,-1,0
epoch_001,baseline,cellphone,0,5.960464477539063e-08,1.7881393432617188e-07,5.960464477539062e-07,False,-1,1
